Shipment_ID,Ship_Date,Scheduled_Delivery,Actual_Delivery,Carrier,Origin,Destination,Lane,Distance_Miles,Shipment_Mode,Product_Category,Weight_LBS,Cost_Per_Mile,Total_Freight_Cost,Tender_Accepted,Tender_Sequence,On_Time_Delivery,Damage_Claim,Transit_Days_Scheduled,Transit_Days_Actual
SHP-100937,2024-06-27,2024-06-28,2024-06-28,TransNorth Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",380,LTL,Peppers,7581,2.81,1066.08,1,1,1,0,1,1
SHP-100938,2024-11-04,2024-11-05,2024-11-05,Atlantic Carriers,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",345,TL,Tomatoes,30365,2.53,873.04,1,1,1,0,1,1
SHP-100939,2024-04-07,2024-04-09,2024-04-09,GreenRoute Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",769,Reefer,Strawberries,37742,3.66,2813.97,1,1,1,0,2,2
SHP-100940,2024-08-01,2024-08-03,2024-08-05,FreshHaul Inc.,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",867,TL,Peppers,41539,4.02,3489.32,1,1,0,0,2,4
SHP-100941,2024-06-12,2024-06-13,2024-06-13,TransNorth Logistics,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",341,TL,Mixed Produce,39306,3.26,1111.61,1,1,1,0,1,1
SHP-100942,2025-09-23,2025-09-24,2025-09-24,CrossBorder Freight,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",356,TL,Tomatoes,41918,3.39,1208.52,1,1,1,0,1,1
SHP-100943,2024-01-30,2024-01-31,2024-01-31,CrossBorder Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",495,TL,Tomatoes,44192,3.05,1510.08,1,1,1,0,1,1
SHP-100944,2025-08-16,2025-08-23,2025-08-23,FreshHaul Inc.,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3409,TL,Mixed Produce,43615,4.18,14240.73,1,1,1,0,7,7
SHP-100946,2025-02-26,2025-02-27,2025-02-27,FreshHaul Inc.,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",374,TL,Peppers,41678,3.41,1274.33,1,1,1,0,1,1
SHP-100947,2025-03-22,2025-03-23,2025-03-23,Great Lakes Transport,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",71,TL,Strawberries,44542,3,212.91,1,1,1,0,1,1
SHP-100948,2024-07-17,2024-07-18,2024-07-18,Prairie Express,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",74,Reefer,Cucumbers,35776,3.54,261.74,1,1,1,0,1,1
SHP-100949,2024-05-19,2024-05-21,2024-05-21,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",748,TL,Lettuce,44409,2.92,2183.56,1,1,1,0,2,2
SHP-100950,2024-10-29,2024-10-30,2024-10-30,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",454,TL,Mixed Produce,32258,3.11,1409.98,0,2,1,0,1,1
SHP-100951,2024-03-29,2024-03-31,2024-04-03,Summit Trucking,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",763,TL,Strawberries,37876,3.19,2432.05,1,1,0,0,2,5
SHP-100952,2025-04-18,2025-04-19,2025-04-20,Prairie Express,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",334,Reefer,Mixed Produce,27827,3.44,1149.71,1,1,0,0,1,2
SHP-100953,2025-08-16,2025-08-17,2025-08-17,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",449,Reefer,Strawberries,39026,4.25,1908.15,0,3,1,0,1,1
SHP-100954,2025-05-31,2025-06-01,2025-06-01,TransNorth Logistics,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",371,LTL,Strawberries,7961,2.68,994.82,1,1,1,0,1,1
SHP-100955,2024-04-10,2024-04-11,2024-04-11,CrossBorder Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",302,Reefer,Peppers,28716,3.79,1145.64,1,1,1,0,1,1
SHP-100956,2025-02-20,2025-02-21,2025-02-21,FreshHaul Inc.,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",452,LTL,Cucumbers,7904,2.48,1119.23,1,1,1,0,1,1
SHP-100957,2025-05-06,2025-05-07,2025-05-07,Prairie Express,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",448,Reefer,Mixed Produce,31982,3.36,1505.41,1,1,1,0,1,1
SHP-100958,2025-04-10,2025-04-13,2025-04-13,CrossBorder Freight,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1033,TL,Peppers,30615,3.18,3285.65,0,3,1,0,3,3
SHP-100959,2025-10-03,2025-10-10,2025-10-10,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3396,Reefer,Mixed Produce,36667,4.45,15098.56,1,1,1,0,7,7
SHP-100960,2025-12-08,2025-12-10,2025-12-10,Atlantic Carriers,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",512,LTL,Tomatoes,10162,1.9,973.79,1,1,1,0,2,2
SHP-100961,2025-09-19,2025-09-22,2025-09-22,FreshHaul Inc.,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1049,Reefer,Mixed Produce,27690,3.38,3550.76,1,1,1,0,3,3
SHP-100962,2024-02-26,2024-02-29,2024-02-29,Northern Star Haulage,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1107,LTL,Mixed Produce,10213,2.25,2486.49,1,1,1,0,3,3
SHP-100963,2025-04-21,2025-04-22,2025-04-22,GreenRoute Logistics,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",367,LTL,Cucumbers,12605,3.09,1134.29,1,1,1,0,1,1
SHP-100964,2025-07-28,2025-07-29,2025-07-29,FreshHaul Inc.,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",455,Reefer,Cucumbers,36413,4.35,1980.33,1,1,1,0,1,1
SHP-100965,2025-08-17,2025-08-20,2025-08-20,FreshHaul Inc.,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1055,TL,Mixed Produce,34735,3.87,4080.39,1,1,1,0,3,3
SHP-100966,2025-05-30,2025-06-01,2025-06-01,Summit Trucking,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",899,Reefer,Tomatoes,38455,3.75,3371.49,1,1,1,0,2,2
SHP-100967,2025-06-23,2025-06-30,2025-06-30,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3395,Reefer,Strawberries,26262,4.92,16704.35,1,1,1,0,7,7
SHP-100968,2025-09-27,2025-09-28,2025-09-28,Maple Leaf Freight,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",66,Reefer,Lettuce,28327,3.79,249.92,1,1,1,0,1,1
SHP-100969,2024-03-19,2024-03-20,2024-03-20,Maple Leaf Freight,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",437,Reefer,Cucumbers,34076,3.72,1626.7,1,1,1,0,1,1
SHP-100970,2024-07-28,2024-07-30,2024-07-30,TransNorth Logistics,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",909,TL,Lettuce,44715,3.25,2955.4,0,3,1,0,2,2
SHP-100971,2025-03-06,2025-03-13,2025-03-13,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3409,TL,Mixed Produce,34589,3.39,11565.15,1,1,1,1,7,7
SHP-100972,2024-08-25,2024-08-29,2024-08-29,Northern Star Haulage,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1890,Reefer,Cucumbers,27411,3.66,6924.46,1,1,1,0,4,4
SHP-100973,2024-11-30,2024-12-01,2024-12-01,CrossBorder Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",417,Reefer,Mixed Produce,37851,3.52,1467.14,1,1,1,0,1,1
SHP-100974,2024-11-07,2024-11-08,2024-11-08,GreenRoute Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",444,TL,Cucumbers,33970,3.08,1366,1,1,1,0,1,1
SHP-100975,2024-10-22,2024-10-23,2024-10-26,TransNorth Logistics,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",437,TL,Cucumbers,36711,2.65,1160.14,1,1,0,0,1,4
SHP-100976,2025-12-29,2025-12-31,2025-12-31,Northern Star Haulage,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",889,TL,Peppers,37587,2.44,2164.72,0,2,1,0,2,2
SHP-100977,2024-06-14,2024-06-16,2024-06-16,TransNorth Logistics,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",766,TL,Strawberries,41779,3.2,2448.87,1,1,1,0,2,2
SHP-100978,2025-07-29,2025-07-31,2025-07-31,Atlantic Carriers,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",760,Reefer,Peppers,37453,4.02,3056.29,1,1,1,0,2,2
SHP-100979,2024-11-04,2024-11-07,2024-11-07,Maple Leaf Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1090,LTL,Tomatoes,12357,2.45,2665.56,1,1,1,0,3,3
SHP-100980,2025-04-14,2025-04-15,2025-04-15,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",434,LTL,Tomatoes,6289,2.25,976.63,0,3,1,0,1,1
SHP-100981,2025-04-30,2025-05-03,2025-05-03,Prairie Express,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1064,TL,Strawberries,44139,2.51,2665.76,1,1,1,0,3,3
SHP-100982,2025-03-28,2025-04-04,2025-04-05,Atlantic Carriers,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3402,TL,Tomatoes,33318,2.99,10164.4,1,1,0,0,7,8
SHP-100983,2024-04-29,2024-04-30,2024-04-30,Prairie Express,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",363,LTL,Lettuce,10208,2.16,782.91,1,1,1,0,1,1
SHP-100984,2024-11-30,2024-12-01,2024-12-01,TransNorth Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",397,LTL,Mixed Produce,13080,2.28,903.48,1,1,1,0,1,1
SHP-100985,2024-10-11,2024-10-12,2024-10-12,FreshHaul Inc.,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",368,LTL,Tomatoes,8103,3.24,1192.97,1,1,1,0,1,1
SHP-100986,2024-03-30,2024-03-31,2024-03-31,Northern Star Haulage,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",348,Reefer,Peppers,32124,3.81,1326.16,1,1,1,0,1,1
SHP-100987,2024-02-27,2024-02-28,2024-02-28,Atlantic Carriers,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",351,LTL,Peppers,6234,2.45,859.49,1,1,1,0,1,1
SHP-100988,2024-01-13,2024-01-15,2024-01-15,Prairie Express,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",736,TL,Cucumbers,34143,1.89,1390.6,1,1,1,0,2,2
SHP-100989,2024-08-08,2024-08-15,2024-08-15,CrossBorder Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3383,TL,Lettuce,44559,3.39,11452.74,1,1,1,0,7,7
SHP-100990,2025-03-10,2025-03-11,2025-03-11,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",469,TL,Strawberries,39040,2.91,1366.14,1,1,1,0,1,1
SHP-100991,2025-06-21,2025-06-24,2025-06-24,Maple Leaf Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1092,LTL,Strawberries,6881,3.48,3795.59,1,1,1,0,3,3
SHP-100992,2024-10-06,2024-10-07,2024-10-07,Summit Trucking,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",443,LTL,Strawberries,11139,1.87,828.85,1,1,1,0,1,1
SHP-100993,2024-07-23,2024-07-25,2024-07-25,Summit Trucking,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",911,TL,Strawberries,33262,3.54,3223.33,1,1,1,0,2,2
SHP-100994,2025-08-22,2025-08-29,2025-08-29,Northern Star Haulage,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3417,Reefer,Lettuce,41436,3.39,11586,1,1,1,0,7,7
SHP-100995,2024-11-03,2024-11-05,2024-11-05,CrossBorder Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",863,Reefer,Mixed Produce,31855,3.69,3180.57,1,1,1,0,2,2
SHP-100996,2025-12-05,2025-12-06,2025-12-06,FreshHaul Inc.,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",337,TL,Tomatoes,40245,3.58,1205.49,1,1,1,0,1,1
SHP-100997,2025-09-05,2025-09-06,2025-09-06,GreenRoute Logistics,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",282,Reefer,Strawberries,32243,3.65,1028.18,1,1,1,0,1,1
SHP-100998,2025-12-11,2025-12-13,2025-12-13,Maple Leaf Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",760,LTL,Strawberries,12869,2.6,1978.73,1,1,1,0,2,2
SHP-101000,2024-11-23,2024-11-26,2024-11-26,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1099,TL,Mixed Produce,41669,2.8,3076.62,1,1,1,0,3,3
SHP-101001,2025-03-05,2025-03-06,2025-03-06,Atlantic Carriers,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",333,TL,Cucumbers,40878,2.83,940.98,1,1,1,0,1,1
SHP-101002,2024-07-17,2024-07-20,2024-07-20,Great Lakes Transport,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1042,TL,Tomatoes,32979,2.96,3079.98,1,1,1,0,3,3
SHP-101003,2024-11-19,2024-11-21,2024-11-21,Prairie Express,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",912,LTL,Mixed Produce,6996,2.09,1906.7,1,1,1,0,2,2
SHP-101004,2024-12-26,2024-12-27,2024-12-27,Great Lakes Transport,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",356,TL,Peppers,41949,2.21,787.02,1,1,1,0,1,1
SHP-101005,2024-12-14,2024-12-16,2024-12-16,Great Lakes Transport,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",837,TL,Peppers,41737,2.59,2169.87,1,1,1,0,2,2
SHP-101006,2025-07-26,2025-07-28,2025-07-28,Northern Star Haulage,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",766,LTL,Strawberries,10592,3.03,2324.57,1,1,1,0,2,2
SHP-101007,2025-03-03,2025-03-06,2025-03-06,CrossBorder Freight,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1095,LTL,Tomatoes,5721,3.47,3795.49,1,1,1,1,3,3
SHP-101008,2024-12-22,2024-12-29,2024-12-29,Prairie Express,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3392,Reefer,Cucumbers,26756,2.98,10104.97,1,1,1,0,7,7
SHP-101009,2025-06-19,2025-06-20,2025-06-20,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",459,LTL,Mixed Produce,6647,2.96,1358.39,1,1,1,0,1,1
SHP-101010,2024-05-11,2024-05-18,2024-05-18,Great Lakes Transport,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3394,Reefer,Peppers,28435,2.56,8691.46,1,1,1,0,7,7
SHP-101011,2025-03-11,2025-03-13,2025-03-13,Maple Leaf Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",860,TL,Tomatoes,40623,3.12,2680.53,1,1,1,0,2,2
SHP-101012,2024-04-20,2024-04-23,2024-04-23,TransNorth Logistics,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1038,Reefer,Mixed Produce,34259,3.25,3369.72,1,1,1,0,3,3
SHP-101014,2024-11-04,2024-11-07,2024-11-08,TransNorth Logistics,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1064,Reefer,Tomatoes,28791,3.23,3435.71,1,1,0,0,3,4
SHP-101015,2024-07-23,2024-07-24,2024-07-24,Atlantic Carriers,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",337,TL,Tomatoes,43579,3.47,1169.63,1,1,1,0,1,1
SHP-101016,2025-08-16,2025-08-18,2025-08-18,Great Lakes Transport,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",730,LTL,Strawberries,8113,2.94,2149.25,1,1,1,0,2,2
SHP-101017,2024-03-10,2024-03-12,2024-03-12,Maple Leaf Freight,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",760,Reefer,Strawberries,35655,3.52,2671.79,1,1,1,0,2,2
SHP-101018,2024-10-15,2024-10-18,2024-10-18,Great Lakes Transport,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1108,Reefer,Strawberries,34783,3.01,3332.87,1,1,1,0,3,3
SHP-101019,2025-05-31,2025-06-02,2025-06-02,CrossBorder Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",766,Reefer,Mixed Produce,29917,3.85,2949.2,1,1,1,0,2,2
SHP-101020,2024-07-04,2024-07-05,2024-07-05,Summit Trucking,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",347,Reefer,Peppers,38682,3.85,1337.54,1,1,1,0,1,1
SHP-101021,2024-11-17,2024-11-18,2024-11-18,Maple Leaf Freight,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",281,LTL,Tomatoes,6874,2.68,753.29,1,1,1,0,1,1
SHP-101022,2024-10-22,2024-10-29,2024-10-29,Northern Star Haulage,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3418,TL,Tomatoes,38464,2.37,8105.34,1,1,1,0,7,7
SHP-101023,2025-04-12,2025-04-19,2025-04-19,GreenRoute Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3407,Reefer,Cucumbers,36382,3.96,13504.74,1,1,1,0,7,7
SHP-101024,2025-02-21,2025-02-23,2025-02-23,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",766,Reefer,Lettuce,36989,2.67,2045.71,1,1,1,0,2,2
SHP-101025,2025-05-02,2025-05-03,2025-05-03,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",442,TL,Tomatoes,33359,2.71,1195.92,0,3,1,0,1,1
SHP-101026,2025-06-19,2025-06-21,2025-06-21,Maple Leaf Freight,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",846,Reefer,Peppers,30366,4.61,3900.93,1,1,1,0,2,2
SHP-101028,2024-07-22,2024-07-24,2024-07-24,GreenRoute Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",764,TL,Lettuce,44007,3.48,2660.2,1,1,1,0,2,2
SHP-101029,2024-10-12,2024-10-13,2024-10-13,GreenRoute Logistics,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",407,TL,Cucumbers,42497,3.21,1304.74,1,1,1,0,1,1
SHP-101030,2024-12-30,2025-01-03,2025-01-06,CrossBorder Freight,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1891,TL,Strawberries,36513,3.2,6052.08,0,3,0,0,4,7
SHP-101031,2024-04-20,2024-04-22,2024-04-22,Maple Leaf Freight,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",883,TL,Lettuce,39114,2.77,2447.13,1,1,1,0,2,2
SHP-101032,2024-04-11,2024-04-13,2024-04-13,TransNorth Logistics,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",743,TL,Tomatoes,37678,2.89,2146.91,1,1,1,0,2,2
SHP-101033,2025-09-11,2025-09-13,2025-09-13,Great Lakes Transport,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",913,TL,Strawberries,41159,3.22,2942.32,1,1,1,0,2,2
SHP-101034,2025-06-16,2025-06-17,2025-06-17,CrossBorder Freight,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",65,LTL,Cucumbers,13002,3.12,202.99,1,1,1,0,1,1
SHP-101035,2024-12-17,2024-12-19,2024-12-19,Northern Star Haulage,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",503,Reefer,Tomatoes,35703,3.08,1548.85,0,2,1,0,2,2
SHP-101036,2025-01-27,2025-01-29,2025-01-29,CrossBorder Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",755,Reefer,Lettuce,37721,4.13,3115.46,1,1,1,0,2,2
SHP-101037,2025-11-06,2025-11-09,2025-11-09,Prairie Express,"Windsor, ON","Atlanta, GA","Windsor, ON → Atlanta, GA",1099,Reefer,Mixed Produce,27230,3.06,3359.27,1,1,1,0,3,3
SHP-101038,2025-02-02,2025-02-05,2025-02-05,CrossBorder Freight,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1031,TL,Tomatoes,37545,2.87,2953.91,1,1,1,0,3,3
SHP-101039,2025-07-06,2025-07-08,2025-07-08,CrossBorder Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",500,TL,Peppers,35552,3.56,1778.09,1,1,1,0,2,2
SHP-101040,2025-01-21,2025-01-25,2025-01-25,GreenRoute Logistics,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1912,TL,Cucumbers,35884,3.16,6036.36,1,1,1,0,4,4
SHP-101042,2025-01-10,2025-01-13,2025-01-13,Atlantic Carriers,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1044,Reefer,Mixed Produce,34175,3.46,3607.03,1,1,1,0,3,3
SHP-101043,2025-01-24,2025-01-25,2025-01-25,Maple Leaf Freight,"Leamington, ON","Toronto, ON","Leamington, ON → Toronto, ON",362,LTL,Cucumbers,13721,2.28,824.47,0,2,1,0,1,1
SHP-101044,2024-09-10,2024-09-11,2024-09-11,Prairie Express,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",400,Reefer,Tomatoes,27773,3.67,1467.57,0,3,1,0,1,1
SHP-101046,2024-11-29,2024-11-30,2024-11-30,TransNorth Logistics,"Leamington, ON","Buffalo, NY","Leamington, ON → Buffalo, NY",319,TL,Mixed Produce,34440,2.87,914.23,0,3,1,0,1,1
SHP-101047,2024-01-21,2024-01-22,2024-01-22,CrossBorder Freight,"Leamington, ON","Columbus, OH","Leamington, ON → Columbus, OH",387,Reefer,Tomatoes,29668,3.64,1407.22,0,2,1,0,1,1
SHP-101048,2025-05-15,2025-05-22,2025-05-22,Maple Leaf Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3416,TL,Mixed Produce,31260,3.15,10762.18,1,1,1,0,7,7
SHP-101049,2025-11-14,2025-11-15,2025-11-16,Atlantic Carriers,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",467,TL,Strawberries,30584,3.06,1427.72,1,1,0,0,1,2
SHP-101050,2024-03-18,2024-03-19,2024-03-19,Northern Star Haulage,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",79,TL,Cucumbers,44365,2.78,219.61,1,1,1,0,1,1
SHP-101051,2024-08-19,2024-08-26,2024-08-26,Maple Leaf Freight,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3390,LTL,Strawberries,9939,3.12,10585.09,1,1,1,0,7,7
SHP-101052,2025-06-27,2025-06-29,2025-06-29,FreshHaul Inc.,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",737,TL,Tomatoes,43756,3.93,2900.01,1,1,1,0,2,2
SHP-101053,2025-03-19,2025-03-21,2025-03-21,Northern Star Haulage,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",757,Reefer,Peppers,33806,3.28,2483.12,1,1,1,0,2,2
SHP-101054,2025-11-18,2025-11-19,2025-11-19,Northern Star Haulage,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",463,TL,Tomatoes,31587,2.84,1312.7,1,1,1,0,1,1
SHP-101055,2025-05-26,2025-05-30,2025-05-30,FreshHaul Inc.,"Windsor, ON","Winnipeg, MB","Windsor, ON → Winnipeg, MB",1904,LTL,Mixed Produce,10558,2.68,5097.1,0,3,1,0,4,4
SHP-101056,2025-08-02,2025-08-04,2025-08-04,TransNorth Logistics,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",500,Reefer,Peppers,29117,3.88,1941.18,1,1,1,0,2,2
SHP-101057,2025-12-02,2025-12-04,2025-12-05,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",767,Reefer,Lettuce,39343,2.61,1999.93,1,1,0,0,2,3
SHP-101058,2025-02-26,2025-02-28,2025-02-28,Prairie Express,"Windsor, ON","Philadelphia, PA","Windsor, ON → Philadelphia, PA",767,LTL,Cucumbers,5589,2.05,1573.3,1,1,1,0,2,2
SHP-101059,2025-02-19,2025-02-21,2025-02-21,FreshHaul Inc.,"Kingsville, ON","Montreal, QC","Kingsville, ON → Montreal, QC",835,LTL,Peppers,12693,3.19,2665.38,1,1,1,0,2,2
SHP-101060,2025-04-20,2025-04-22,2025-04-22,CrossBorder Freight,"Leamington, ON","Pittsburgh, PA","Leamington, ON → Pittsburgh, PA",506,Reefer,Lettuce,27462,3.76,1903.09,1,1,1,0,2,2
SHP-101061,2024-10-06,2024-10-07,2024-10-07,Great Lakes Transport,"Kingsville, ON","Toronto, ON","Kingsville, ON → Toronto, ON",364,TL,Cucumbers,43269,2.56,930.89,1,1,1,0,1,1
SHP-101062,2025-10-21,2025-10-28,2025-10-28,TransNorth Logistics,"Windsor, ON","Calgary, AB","Windsor, ON → Calgary, AB",3413,TL,Lettuce,41268,2.57,8779.41,1,1,1,0,7,7
SHP-101063,2024-11-17,2024-11-19,2024-11-19,GreenRoute Logistics,"Kingsville, ON","New York, NY","Kingsville, ON → New York, NY",905,TL,Tomatoes,38901,3.56,3218.47,0,2,1,0,2,2
SHP-101064,2025-02-10,2025-02-11,2025-02-11,Great Lakes Transport,"Kingsville, ON","Detroit, MI","Kingsville, ON → Detroit, MI",43,LTL,Tomatoes,9621,2.53,108.69,1,1,1,0,1,1
SHP-101065,2025-11-11,2025-11-14,2025-11-14,GreenRoute Logistics,"Windsor, ON","Boston, MA","Windsor, ON → Boston, MA",1043,TL,Strawberries,44719,3.22,3361.36,1,1,1,0,3,3
SHP-101066,2024-05-05,2024-05-07,2024-05-07,Atlantic Carriers,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",764,TL,Strawberries,40130,2.52,1922.97,1,1,1,0,2,2
SHP-101067,2025-03-09,2025-03-10,2025-03-12,FreshHaul Inc.,"Kingsville, ON","Chicago, IL","Kingsville, ON → Chicago, IL",449,LTL,Tomatoes,13095,2.81,1261.22,1,1,0,0,1,3
SHP-101069,2025-06-30,2025-07-02,2025-07-02,Maple Leaf Freight,"Kingsville, ON","Ottawa, ON","Kingsville, ON → Ottawa, ON",736,TL,Strawberries,35184,2.85,2095.99,1,1,1,0,2,2
